Stock,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,RSI,SMA,13MA,30MA,EMA,DEMA,+DI,-DI,DX,ADX,VWAP,Upper_Band,Lower_Band,MACD,Signal_line,%K,%D,Profit,Output
CHOLAFIN.NS,1130.199951171875,1168.5999755859375,1130.199951171875,1156.5999755859375,1156.5999755859375,1845633,0.0,0.0,74.17081249650028,1158.6269995117189,1081.7269099308894,1088.4116577148438,1099.1373993495574,1118.9814774187662,30.869699896949626,20.099661775435486,21.130415936421823,24.308770281275148,1103.9102729209774,1152.2527407461569,1024.5705746835308,-1.5577180561638215,-15.411244497068616,91.54631621854506,92.01957849217331,2.335872018636083,5.0
NTPC.NS,331.8999938964844,340.0,330.29998779296875,335.79998779296875,335.79998779296875,19868037,0.0,0.0,37.29344805960029,303.87199996948243,326.4500004695012,334.9683349609375,328.5429702868119,327.5512239004352,24.206600620426048,25.088273334114696,1.7885687556513843,24.927473425461283,253.8149373896526,363.8027593001115,306.1339106217635,-1.2042277565008135,-0.9354345998774544,62.40912066899104,51.20936868981934,1.266580703301319,4.0
POWERGRID.NS,272.0,279.5,271.6499938964844,276.8999938964844,276.8999938964844,26646830,0.0,0.0,37.665196954698246,246.82399932861327,270.9653813288762,278.92333170572914,272.550926551305,270.79775612070415,26.972522319107384,20.825100534795723,12.86135463912442,22.2519675777126,220.0161175966074,302.21137584721964,255.63528756423867,-0.8046876400544534,0.13376261203456913,46.666666666666664,35.757575757575765,2.460682292871184,5.0
ADANIGREEN.NS,1832.550048828125,1863.0,1820.0,1835.1500244140625,1835.1500244140625,605145,0.0,0.0,43.47675654562636,1562.8940057373047,1854.8653940054087,1895.4666748046875,1852.2785214557757,1833.72847614561,16.14455229044888,24.602643267255793,20.757480020505657,28.903442715187992,1175.7745948779054,2008.3771091375388,1782.5562404718362,-1.2373003867419357,11.168515558075693,55.50891839607208,56.62818582547528,0.6941028485082305,4.0
SUPREMEIND.NS,4150.2001953125,4265.0,4050.0,4232.2001953125,4232.2001953125,184571,0.0,0.0,59.23272411572417,4203.310009765625,3944.942326472356,3977.4649983723957,4011.732293040568,4071.7347278192774,25.05652417085501,19.035007196745614,13.656856061330028,23.028583319472784,4069.3307248971328,4243.1944269206615,3711.73556982413,3.3074913678647135,-34.68665737719493,95.06027037838855,89.10851809032226,1.500132971201986,4.0
RELIANCE.NS,2985.75,3011.89990234375,2957.300048828125,2971.699951171875,2971.699951171875,10927182,0.0,0.0,46.41812757404138,2677.3954931640624,2901.330754206731,2935.356656901042,2922.9386378110435,2932.6482504855876,27.880378708794662,14.896287986121278,30.35320824615949,25.55781707895625,2495.0805155781713,3046.4709861855936,2824.24232761649,10.042471088959246,8.592229703784827,78.39871960538657,63.81063998142913,-0.46890177274863326,2.0
ONGC.NS,262.45001220703125,271.0,261.95001220703125,268.04998779296875,268.04998779296875,18888942,0.0,0.0,39.93397927221086,230.95050048828125,263.68846247746393,269.3766693115234,264.7377960077146,263.6208438342497,16.984746214640868,18.96175990319078,5.499877184362001,23.97816801377923,206.2799050267187,285.1506068769177,253.6027317461291,0.343931952414664,1.3323398978286443,54.01971030262752,45.438367420196094,2.4068721272086915,5.0
IOC.NS,166.75,169.5,166.6999969482422,167.75,167.75,17007401,0.0,0.0,40.60664877018953,141.45099975585939,165.16923053448016,172.62833404541016,165.79010124395552,164.5718242969096,21.98800156456841,23.67332083688291,3.6909120973266667,22.44978380887041,126.92551472012006,184.9692133762112,160.2874547146091,-1.1230804505861727,-0.693757007556282,57.17169251104798,54.680101799242415,0.9326131649933259,4.0
POLYCAB.NS,5042.0,5116.0,5004.0,5065.0,5065.0,359484,0.0,0.0,58.57873642882025,4945.494001464844,4891.546123798077,4807.184993489584,4935.159681702296,5013.618715952713,19.970274406776838,13.345645136955772,19.884275627227254,18.639609710944644,4536.8938259335055,5025.626868625717,4588.74311835345,83.03649696915545,66.13424075647958,85.77560006234414,83.22591221705184,0.5319321116384839,4.0
HAVELLS.NS,1488.4000244140625,1525.0,1480.5999755859375,1515.0,1515.0,924279,0.0,0.0,49.58487829377809,1375.1555004882812,1491.0076998197114,1475.1699991861979,1490.7078456670604,1493.073006134189,20.34087696519474,17.169275493035528,8.455314799615854,19.932336757370894,1350.7872894380814,1534.0919910254636,1416.2480073469321,15.784441038620116,21.10916557300307,62.58313203277886,46.8142164035412,1.7871523212591383,4.0
SIEMENS.NS,5288.64990234375,5405.0,5236.5,5374.0498046875,5374.0498046875,398389,0.0,0.0,73.78315294853414,4138.427478027344,4889.626878004808,4699.201627604167,5010.977069676486,5211.173811299877,35.88843443463519,10.40087353215225,55.061442959506444,36.647025371193706,3812.21911715877,5132.588649462868,4265.814605745466,195.81367614842748,146.76368373295486,96.32703982681123,95.03178274999404,1.614777002083342,4.0
BERGEPAINT.NS,564.0,586.0,561.0,573.0499877929688,573.0499877929688,1546078,0.0,0.0,46.90149144390562,574.21,560.484609750601,566.5100036621094,562.6963637634188,562.5277253682686,25.47348170105766,14.197641495659601,28.423294569918106,16.334428721435035,570.2128855253349,594.884182359591,538.1358249646278,-2.0116724280347853,-2.6965346574998463,70.39997209821428,55.35751460900516,1.0313779019811138,4.0
ASIANPAINT.NS,2835.050048828125,2868.0,2819.0,2846.75,2846.75,1864623,0.0,0.0,53.62398479570364,3079.5675024414063,2847.230750450721,2885.191650390625,2839.383704276601,2827.2031498788706,14.289217614487432,22.079934398467536,21.421221977364198,39.22795422339819,3104.4993419260577,2936.706239216172,2833.677061565078,-33.751147606673385,-40.23340310777267,48.07036794084322,40.48790515941628,0.5741035152799859,4.0
PIDILITIND.NS,2997.75,3037.300048828125,2964.5,3014.699951171875,3014.699951171875,661523,0.0,0.0,69.27691586614068,2660.0650146484377,2913.3115234375,2809.6366617838544,2936.4961425300803,3001.311933589382,30.93334585594341,15.51424913522846,33.19676018455983,25.963575710115595,2589.6334845081296,3006.7316789569913,2612.5416446107174,73.54132682204681,61.55128350738771,91.44097955802279,92.08327828849899,0.7485847668425657,4.0
